video_name,video_path,action,label
v_Lunges_g16_c01,Lunges/v_Lunges_g16_c01.avi,Lunges,5
v_Lunges_g10_c02,Lunges/v_Lunges_g10_c02.avi,Lunges,5
v_Lunges_g21_c05,Lunges/v_Lunges_g21_c05.avi,Lunges,5
v_Lunges_g15_c04,Lunges/v_Lunges_g15_c04.avi,Lunges,5
v_Lunges_g23_c03,Lunges/v_Lunges_g23_c03.avi,Lunges,5
v_Lunges_g16_c04,Lunges/v_Lunges_g16_c04.avi,Lunges,5
v_Lunges_g16_c02,Lunges/v_Lunges_g16_c02.avi,Lunges,5
v_Lunges_g06_c07,Lunges/v_Lunges_g06_c07.avi,Lunges,5
v_Lunges_g02_c03,Lunges/v_Lunges_g02_c03.avi,Lunges,5
v_Lunges_g08_c01,Lunges/v_Lunges_g08_c01.avi,Lunges,5
v_Lunges_g20_c01,Lunges/v_Lunges_g20_c01.avi,Lunges,5
v_Lunges_g23_c02,Lunges/v_Lunges_g23_c02.avi,Lunges,5
v_Lunges_g13_c06,Lunges/v_Lunges_g13_c06.avi,Lunges,5
v_Lunges_g24_c04,Lunges/v_Lunges_g24_c04.avi,Lunges,5
v_Lunges_g18_c04,Lunges/v_Lunges_g18_c04.avi,Lunges,5
v_Lunges_g10_c04,Lunges/v_Lunges_g10_c04.avi,Lunges,5
v_Lunges_g06_c01,Lunges/v_Lunges_g06_c01.avi,Lunges,5
v_Lunges_g25_c01,Lunges/v_Lunges_g25_c01.avi,Lunges,5
v_Lunges_g25_c02,Lunges/v_Lunges_g25_c02.avi,Lunges,5
v_Lunges_g17_c04,Lunges/v_Lunges_g17_c04.avi,Lunges,5
v_Lunges_g23_c01,Lunges/v_Lunges_g23_c01.avi,Lunges,5
v_Lunges_g02_c02,Lunges/v_Lunges_g02_c02.avi,Lunges,5
v_Lunges_g07_c01,Lunges/v_Lunges_g07_c01.avi,Lunges,5
v_Lunges_g19_c03,Lunges/v_Lunges_g19_c03.avi,Lunges,5
v_Lunges_g02_c01,Lunges/v_Lunges_g02_c01.avi,Lunges,5
v_Lunges_g09_c02,Lunges/v_Lunges_g09_c02.avi,Lunges,5
v_Lunges_g08_c03,Lunges/v_Lunges_g08_c03.avi,Lunges,5
v_Lunges_g12_c01,Lunges/v_Lunges_g12_c01.avi,Lunges,5
v_PullUps_g05_c04,PullUps/v_PullUps_g05_c04.avi,PullUps,6
v_PullUps_g16_c02,PullUps/v_PullUps_g16_c02.avi,PullUps,6
v_PullUps_g14_c01,PullUps/v_PullUps_g14_c01.avi,PullUps,6
v_PullUps_g21_c02,PullUps/v_PullUps_g21_c02.avi,PullUps,6
v_PullUps_g04_c04,PullUps/v_PullUps_g04_c04.avi,PullUps,6
v_PullUps_g21_c04,PullUps/v_PullUps_g21_c04.avi,PullUps,6
v_PullUps_g25_c03,PullUps/v_PullUps_g25_c03.avi,PullUps,6
v_PullUps_g01_c02,PullUps/v_PullUps_g01_c02.avi,PullUps,6
v_PullUps_g06_c02,PullUps/v_PullUps_g06_c02.avi,PullUps,6
v_PullUps_g01_c01,PullUps/v_PullUps_g01_c01.avi,PullUps,6
v_PullUps_g04_c03,PullUps/v_PullUps_g04_c03.avi,PullUps,6
v_PullUps_g17_c04,PullUps/v_PullUps_g17_c04.avi,PullUps,6
v_PullUps_g24_c04,PullUps/v_PullUps_g24_c04.avi,PullUps,6
v_PullUps_g13_c01,PullUps/v_PullUps_g13_c01.avi,PullUps,6
v_PullUps_g16_c03,PullUps/v_PullUps_g16_c03.avi,PullUps,6
v_PullUps_g01_c03,PullUps/v_PullUps_g01_c03.avi,PullUps,6
v_PullUps_g01_c04,PullUps/v_PullUps_g01_c04.avi,PullUps,6
v_PullUps_g23_c02,PullUps/v_PullUps_g23_c02.avi,PullUps,6
v_PullUps_g23_c01,PullUps/v_PullUps_g23_c01.avi,PullUps,6
v_PullUps_g08_c03,PullUps/v_PullUps_g08_c03.avi,PullUps,6
v_PullUps_g13_c04,PullUps/v_PullUps_g13_c04.avi,PullUps,6
v_PullUps_g18_c01,PullUps/v_PullUps_g18_c01.avi,PullUps,6
v_PullUps_g19_c01,PullUps/v_PullUps_g19_c01.avi,PullUps,6
v_PullUps_g04_c01,PullUps/v_PullUps_g04_c01.avi,PullUps,6
v_PullUps_g17_c02,PullUps/v_PullUps_g17_c02.avi,PullUps,6
v_PullUps_g24_c03,PullUps/v_PullUps_g24_c03.avi,PullUps,6
v_PullUps_g24_c02,PullUps/v_PullUps_g24_c02.avi,PullUps,6
v_PullUps_g14_c02,PullUps/v_PullUps_g14_c02.avi,PullUps,6
v_PullUps_g06_c01,PullUps/v_PullUps_g06_c01.avi,PullUps,6
v_PullUps_g05_c02,PullUps/v_PullUps_g05_c02.avi,PullUps,6
v_PullUps_g08_c02,PullUps/v_PullUps_g08_c02.avi,PullUps,6
v_PullUps_g03_c04,PullUps/v_PullUps_g03_c04.avi,PullUps,6
v_PullUps_g11_c03,PullUps/v_PullUps_g11_c03.avi,PullUps,6
v_PullUps_g02_c01,PullUps/v_PullUps_g02_c01.avi,PullUps,6
v_PullUps_g02_c02,PullUps/v_PullUps_g02_c02.avi,PullUps,6
v_PullUps_g21_c03,PullUps/v_PullUps_g21_c03.avi,PullUps,6
v_PullUps_g25_c02,PullUps/v_PullUps_g25_c02.avi,PullUps,6
v_PullUps_g03_c02,PullUps/v_PullUps_g03_c02.avi,PullUps,6
v_PullUps_g15_c01,PullUps/v_PullUps_g15_c01.avi,PullUps,6
v_PullUps_g10_c01,PullUps/v_PullUps_g10_c01.avi,PullUps,6
v_PullUps_g06_c03,PullUps/v_PullUps_g06_c03.avi,PullUps,6
v_PullUps_g02_c03,PullUps/v_PullUps_g02_c03.avi,PullUps,6
v_PullUps_g22_c03,PullUps/v_PullUps_g22_c03.avi,PullUps,6
v_PullUps_g22_c04,PullUps/v_PullUps_g22_c04.avi,PullUps,6
v_PullUps_g09_c04,PullUps/v_PullUps_g09_c04.avi,PullUps,6
v_PullUps_g03_c03,PullUps/v_PullUps_g03_c03.avi,PullUps,6
v_PullUps_g10_c03,PullUps/v_PullUps_g10_c03.avi,PullUps,6
v_PullUps_g12_c01,PullUps/v_PullUps_g12_c01.avi,PullUps,6
v_PullUps_g19_c04,PullUps/v_PullUps_g19_c04.avi,PullUps,6
v_PullUps_g11_c01,PullUps/v_PullUps_g11_c01.avi,PullUps,6
v_PushUps_g18_c02,PushUps/v_PushUps_g18_c02.avi,PushUps,7
v_PushUps_g16_c01,PushUps/v_PushUps_g16_c01.avi,PushUps,7
v_PushUps_g18_c01,PushUps/v_PushUps_g18_c01.avi,PushUps,7
v_PushUps_g14_c03,PushUps/v_PushUps_g14_c03.avi,PushUps,7
v_PushUps_g14_c04,PushUps/v_PushUps_g14_c04.avi,PushUps,7
v_PushUps_g24_c03,PushUps/v_PushUps_g24_c03.avi,PushUps,7
v_PushUps_g06_c01,PushUps/v_PushUps_g06_c01.avi,PushUps,7
v_PushUps_g12_c04,PushUps/v_PushUps_g12_c04.avi,PushUps,7
v_PushUps_g23_c04,PushUps/v_PushUps_g23_c04.avi,PushUps,7
v_PushUps_g05_c03,PushUps/v_PushUps_g05_c03.avi,PushUps,7
v_PushUps_g22_c02,PushUps/v_PushUps_g22_c02.avi,PushUps,7
v_PushUps_g15_c01,PushUps/v_PushUps_g15_c01.avi,PushUps,7
v_PushUps_g19_c02,PushUps/v_PushUps_g19_c02.avi,PushUps,7
v_PushUps_g20_c04,PushUps/v_PushUps_g20_c04.avi,PushUps,7
v_PushUps_g04_c04,PushUps/v_PushUps_g04_c04.avi,PushUps,7
v_PushUps_g17_c02,PushUps/v_PushUps_g17_c02.avi,PushUps,7
v_PushUps_g23_c02,PushUps/v_PushUps_g23_c02.avi,PushUps,7
v_PushUps_g25_c03,PushUps/v_PushUps_g25_c03.avi,PushUps,7
v_PushUps_g19_c03,PushUps/v_PushUps_g19_c03.avi,PushUps,7
v_PushUps_g03_c03,PushUps/v_PushUps_g03_c03.avi,PushUps,7
v_PushUps_g08_c02,PushUps/v_PushUps_g08_c02.avi,PushUps,7
v_PushUps_g06_c04,PushUps/v_PushUps_g06_c04.avi,PushUps,7
v_PushUps_g24_c01,PushUps/v_PushUps_g24_c01.avi,PushUps,7
v_PushUps_g04_c01,PushUps/v_PushUps_g04_c01.avi,PushUps,7
v_PushUps_g25_c01,PushUps/v_PushUps_g25_c01.avi,PushUps,7
v_PushUps_g09_c02,PushUps/v_PushUps_g09_c02.avi,PushUps,7
v_PushUps_g04_c05,PushUps/v_PushUps_g04_c05.avi,PushUps,7
v_PushUps_g11_c03,PushUps/v_PushUps_g11_c03.avi,PushUps,7
v_PushUps_g08_c01,PushUps/v_PushUps_g08_c01.avi,PushUps,7
v_PushUps_g12_c02,PushUps/v_PushUps_g12_c02.avi,PushUps,7
v_PushUps_g02_c03,PushUps/v_PushUps_g02_c03.avi,PushUps,7
v_PushUps_g20_c03,PushUps/v_PushUps_g20_c03.avi,PushUps,7
v_PushUps_g07_c02,PushUps/v_PushUps_g07_c02.avi,PushUps,7
v_PushUps_g10_c01,PushUps/v_PushUps_g10_c01.avi,PushUps,7
v_PushUps_g05_c04,PushUps/v_PushUps_g05_c04.avi,PushUps,7
v_PushUps_g14_c02,PushUps/v_PushUps_g14_c02.avi,PushUps,7
v_PushUps_g22_c04,PushUps/v_PushUps_g22_c04.avi,PushUps,7
v_PushUps_g11_c01,PushUps/v_PushUps_g11_c01.avi,PushUps,7
v_PushUps_g13_c04,PushUps/v_PushUps_g13_c04.avi,PushUps,7
v_PushUps_g24_c04,PushUps/v_PushUps_g24_c04.avi,PushUps,7
v_PushUps_g19_c01,PushUps/v_PushUps_g19_c01.avi,PushUps,7
v_PushUps_g21_c03,PushUps/v_PushUps_g21_c03.avi,PushUps,7
v_PushUps_g06_c03,PushUps/v_PushUps_g06_c03.avi,PushUps,7
v_PushUps_g10_c03,PushUps/v_PushUps_g10_c03.avi,PushUps,7
v_PushUps_g11_c04,PushUps/v_PushUps_g11_c04.avi,PushUps,7
v_PushUps_g08_c03,PushUps/v_PushUps_g08_c03.avi,PushUps,7
v_PushUps_g25_c04,PushUps/v_PushUps_g25_c04.avi,PushUps,7
v_PushUps_g13_c03,PushUps/v_PushUps_g13_c03.avi,PushUps,7
v_PushUps_g01_c05,PushUps/v_PushUps_g01_c05.avi,PushUps,7
v_PushUps_g07_c03,PushUps/v_PushUps_g07_c03.avi,PushUps,7
v_TrampolineJumping_g24_c04,TrampolineJumping/v_TrampolineJumping_g24_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g22_c06,TrampolineJumping/v_TrampolineJumping_g22_c06.avi,TrampolineJumping,8
v_TrampolineJumping_g12_c05,TrampolineJumping/v_TrampolineJumping_g12_c05.avi,TrampolineJumping,8
v_TrampolineJumping_g12_c01,TrampolineJumping/v_TrampolineJumping_g12_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g05_c02,TrampolineJumping/v_TrampolineJumping_g05_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g01_c01,TrampolineJumping/v_TrampolineJumping_g01_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g07_c05,TrampolineJumping/v_TrampolineJumping_g07_c05.avi,TrampolineJumping,8
v_TrampolineJumping_g07_c02,TrampolineJumping/v_TrampolineJumping_g07_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g24_c01,TrampolineJumping/v_TrampolineJumping_g24_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g21_c03,TrampolineJumping/v_TrampolineJumping_g21_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g25_c02,TrampolineJumping/v_TrampolineJumping_g25_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g18_c03,TrampolineJumping/v_TrampolineJumping_g18_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g11_c06,TrampolineJumping/v_TrampolineJumping_g11_c06.avi,TrampolineJumping,8
v_TrampolineJumping_g17_c02,TrampolineJumping/v_TrampolineJumping_g17_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g07_c04,TrampolineJumping/v_TrampolineJumping_g07_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g12_c02,TrampolineJumping/v_TrampolineJumping_g12_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g04_c01,TrampolineJumping/v_TrampolineJumping_g04_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g13_c02,TrampolineJumping/v_TrampolineJumping_g13_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g12_c04,TrampolineJumping/v_TrampolineJumping_g12_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g08_c03,TrampolineJumping/v_TrampolineJumping_g08_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g20_c01,TrampolineJumping/v_TrampolineJumping_g20_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g08_c04,TrampolineJumping/v_TrampolineJumping_g08_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g13_c01,TrampolineJumping/v_TrampolineJumping_g13_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g22_c05,TrampolineJumping/v_TrampolineJumping_g22_c05.avi,TrampolineJumping,8
v_TrampolineJumping_g08_c01,TrampolineJumping/v_TrampolineJumping_g08_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g11_c03,TrampolineJumping/v_TrampolineJumping_g11_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g22_c03,TrampolineJumping/v_TrampolineJumping_g22_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g06_c03,TrampolineJumping/v_TrampolineJumping_g06_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g09_c06,TrampolineJumping/v_TrampolineJumping_g09_c06.avi,TrampolineJumping,8
v_TrampolineJumping_g10_c01,TrampolineJumping/v_TrampolineJumping_g10_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g16_c02,TrampolineJumping/v_TrampolineJumping_g16_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g01_c04,TrampolineJumping/v_TrampolineJumping_g01_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g19_c04,TrampolineJumping/v_TrampolineJumping_g19_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g21_c02,TrampolineJumping/v_TrampolineJumping_g21_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g12_c03,TrampolineJumping/v_TrampolineJumping_g12_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g02_c05,TrampolineJumping/v_TrampolineJumping_g02_c05.avi,TrampolineJumping,8
v_TrampolineJumping_g11_c01,TrampolineJumping/v_TrampolineJumping_g11_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g13_c03,TrampolineJumping/v_TrampolineJumping_g13_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g15_c02,TrampolineJumping/v_TrampolineJumping_g15_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g04_c03,TrampolineJumping/v_TrampolineJumping_g04_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g19_c05,TrampolineJumping/v_TrampolineJumping_g19_c05.avi,TrampolineJumping,8
v_TrampolineJumping_g17_c04,TrampolineJumping/v_TrampolineJumping_g17_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g18_c04,TrampolineJumping/v_TrampolineJumping_g18_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g03_c04,TrampolineJumping/v_TrampolineJumping_g03_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g11_c02,TrampolineJumping/v_TrampolineJumping_g11_c02.avi,TrampolineJumping,8
v_TrampolineJumping_g06_c04,TrampolineJumping/v_TrampolineJumping_g06_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g14_c01,TrampolineJumping/v_TrampolineJumping_g14_c01.avi,TrampolineJumping,8
v_TrampolineJumping_g20_c04,TrampolineJumping/v_TrampolineJumping_g20_c04.avi,TrampolineJumping,8
v_TrampolineJumping_g05_c03,TrampolineJumping/v_TrampolineJumping_g05_c03.avi,TrampolineJumping,8
v_TrampolineJumping_g23_c04,TrampolineJumping/v_TrampolineJumping_g23_c04.avi,TrampolineJumping,8
v_WallPushups_g22_c02,WallPushups/v_WallPushups_g22_c02.avi,WallPushups,9
v_WallPushups_g25_c05,WallPushups/v_WallPushups_g25_c05.avi,WallPushups,9
v_WallPushups_g20_c02,WallPushups/v_WallPushups_g20_c02.avi,WallPushups,9
v_WallPushups_g16_c05,WallPushups/v_WallPushups_g16_c05.avi,WallPushups,9
v_WallPushups_g25_c03,WallPushups/v_WallPushups_g25_c03.avi,WallPushups,9
v_WallPushups_g12_c03,WallPushups/v_WallPushups_g12_c03.avi,WallPushups,9
v_WallPushups_g19_c05,WallPushups/v_WallPushups_g19_c05.avi,WallPushups,9
v_WallPushups_g14_c05,WallPushups/v_WallPushups_g14_c05.avi,WallPushups,9
v_WallPushups_g11_c06,WallPushups/v_WallPushups_g11_c06.avi,WallPushups,9
v_WallPushups_g25_c04,WallPushups/v_WallPushups_g25_c04.avi,WallPushups,9
v_WallPushups_g16_c06,WallPushups/v_WallPushups_g16_c06.avi,WallPushups,9
v_WallPushups_g21_c05,WallPushups/v_WallPushups_g21_c05.avi,WallPushups,9
v_WallPushups_g04_c02,WallPushups/v_WallPushups_g04_c02.avi,WallPushups,9
v_WallPushups_g14_c01,WallPushups/v_WallPushups_g14_c01.avi,WallPushups,9
v_WallPushups_g02_c03,WallPushups/v_WallPushups_g02_c03.avi,WallPushups,9
v_WallPushups_g01_c02,WallPushups/v_WallPushups_g01_c02.avi,WallPushups,9
v_WallPushups_g16_c01,WallPushups/v_WallPushups_g16_c01.avi,WallPushups,9
v_WallPushups_g06_c05,WallPushups/v_WallPushups_g06_c05.avi,WallPushups,9
v_WallPushups_g10_c01,WallPushups/v_WallPushups_g10_c01.avi,WallPushups,9
v_WallPushups_g06_c01,WallPushups/v_WallPushups_g06_c01.avi,WallPushups,9
v_WallPushups_g08_c01,WallPushups/v_WallPushups_g08_c01.avi,WallPushups,9
v_WallPushups_g12_c01,WallPushups/v_WallPushups_g12_c01.avi,WallPushups,9
v_WallPushups_g01_c03,WallPushups/v_WallPushups_g01_c03.avi,WallPushups,9
v_WallPushups_g24_c03,WallPushups/v_WallPushups_g24_c03.avi,WallPushups,9
v_WallPushups_g07_c06,WallPushups/v_WallPushups_g07_c06.avi,WallPushups,9
v_WallPushups_g13_c01,WallPushups/v_WallPushups_g13_c01.avi,WallPushups,9
v_WallPushups_g24_c04,WallPushups/v_WallPushups_g24_c04.avi,WallPushups,9
v_WallPushups_g03_c05,WallPushups/v_WallPushups_g03_c05.avi,WallPushups,9
v_WallPushups_g04_c01,WallPushups/v_WallPushups_g04_c01.avi,WallPushups,9
v_WallPushups_g09_c04,WallPushups/v_WallPushups_g09_c04.avi,WallPushups,9
v_WallPushups_g05_c01,WallPushups/v_WallPushups_g05_c01.avi,WallPushups,9
v_WallPushups_g15_c01,WallPushups/v_WallPushups_g15_c01.avi,WallPushups,9
v_WallPushups_g12_c05,WallPushups/v_WallPushups_g12_c05.avi,WallPushups,9
v_WallPushups_g18_c03,WallPushups/v_WallPushups_g18_c03.avi,WallPushups,9
v_WallPushups_g10_c02,WallPushups/v_WallPushups_g10_c02.avi,WallPushups,9
v_WallPushups_g14_c04,WallPushups/v_WallPushups_g14_c04.avi,WallPushups,9
v_WallPushups_g20_c05,WallPushups/v_WallPushups_g20_c05.avi,WallPushups,9
v_WallPushups_g07_c02,WallPushups/v_WallPushups_g07_c02.avi,WallPushups,9
v_WallPushups_g20_c06,WallPushups/v_WallPushups_g20_c06.avi,WallPushups,9
v_WallPushups_g17_c02,WallPushups/v_WallPushups_g17_c02.avi,WallPushups,9
v_WallPushups_g03_c04,WallPushups/v_WallPushups_g03_c04.avi,WallPushups,9
v_WallPushups_g12_c04,WallPushups/v_WallPushups_g12_c04.avi,WallPushups,9
v_WallPushups_g02_c04,WallPushups/v_WallPushups_g02_c04.avi,WallPushups,9
v_WallPushups_g19_c02,WallPushups/v_WallPushups_g19_c02.avi,WallPushups,9
v_WallPushups_g15_c02,WallPushups/v_WallPushups_g15_c02.avi,WallPushups,9
v_WallPushups_g19_c04,WallPushups/v_WallPushups_g19_c04.avi,WallPushups,9
v_WallPushups_g05_c02,WallPushups/v_WallPushups_g05_c02.avi,WallPushups,9
v_WallPushups_g05_c03,WallPushups/v_WallPushups_g05_c03.avi,WallPushups,9
v_WallPushups_g06_c04,WallPushups/v_WallPushups_g06_c04.avi,WallPushups,9
v_WallPushups_g19_c01,WallPushups/v_WallPushups_g19_c01.avi,WallPushups,9
